question_text,answer_text,source
In which country is Normandy,France,General
"What country was the setting for ""Doctor Zhivago""",Russia,General
In What Year did Steve Redgrave Win His First Gold Medal At The Olympics? ,1984 ,General
Which Band Named Themselves After A Milk Drink Featured In A Clockwork Orange,Moloko,General
In which state is Mount St. Helens?,Washington,General
What is the standard time for boiling a soft boiled egg,3 minutes,General
Where in the south pacific did the u.s do nuclear bomb tests in 1946,Bikini,General
"Mussels can thrive in __________ because of an inborn ability to purify bacteria, fungi, and viruses.",Polluted water,General
What is a young otter called,Whelp,General
Who was the last New Zealander to win the Olympic 1500 metres track race,John walker,General
"Who was, ""First in war, first in peace and first in the hearts of his countrymen""",George washington,General
What invention was nicknamed the Noisy Serpent in 1902,Vacuum Cleaner,General
What does the lack of iodine in the diet cause?,Goitre,General
Bahina de los Cochinos is better known as what,Bay of Pigs,General
What were the names of the Saturday morning cartoon critters who lived in air-vents and befriended a boy who kept their secret hidden?,The Littles,General
What is a sound below 20 cycles a second called,A Woof,General
Where were the 1960 summer olympics held,Rome,General
On whose death did Shelley write his elegy Adonais,Keats,General
What food Scots once refuse to eat cos it was not in the Bible,Potato,General
Which Is The Brighest Star Visible From Earth? ,The Dog Star ,General
"What are fallows, lutinos and opalines",Budgerigars,General
What did Marie Antoinette and Jayne Mansfield have in common,Bust size,General
Which Scent Was Advertised In Posters Featuring The Naked Sophie Dahl?,Opium,General
What Is The Main Ingredient Of The Spanish Dish Paella? ,Aniseed ,General
What was Alfred Hitchcock's first sound film,Blackmail,General
La Picardy is a region of which European country,France,General
This is the main food of the blue whale,Plankton,General
Edith Knight wrote which classic story (later filmed),Lassie come home,General
Who was the last of the apache warrior chiefs ,Geronimo ,General
Who was tommy lee jones' freshman roommate at harvard,Al gore,General
"Who Directed The 1973 Film ""American Graffiti""",George Lucas,General
What weapon is known as the gun that won the west,Winchester rifle,General
"Cocktails: Vodka, orange juice and Galliano make a(n) ___________.",Harvey Wallbanger,General
What's bottled in jeroboams,Champagne,General
__________ eat only moving prey.,Toads,General
Brian Connolly was the lead singer of which 70s group,The Sweet,General
Which Grade Follows A Yellow Belt In Judo ,Orange ,General
This normally has 4 legs & your butt is parked in it right now,Chair,General
What is a pinto a type of,Piebald horse,General
If you landed at Hanedi airport where are you,Tokyo,General
Where can you drive your car on the Nippon Clip On,Auckland Harbour Bridge,General
How Long's The Course Is An Autobiography Written By Which Athlete,Roger Black,General
Disney question - who are Daisy Ducks three nieces,April May June,General
"Mayfair, london is a district of little streets near ______",Hyde park,General
Who flew the rocket-powered bell x-ia at a record mach 2.5,Chuck yaeger,General
In medicine what is procaine used for,Anaesthetic,General
Name Bilbo Baggins mother,Belladonna Took,General
These teeth grow especially long in vampires.,Incisors,General
Santo Domingo is the capital of ______?,Dominican Republic,General
What is a doucet,A Stags Testicle,General
Who left his five day tenure as West Point's superintendent to lead the Confederate army,Tavern,General
"Who said ""In future, everyone will be famous for 15 minutes""",Andy warhol,General
What is the capital of Haiti,Port_au_prince,General
"Which Birmingham Band Previosly Known As Earth Made Their Single Debut With ""Evil Woman Don't Play Your Games With Me""",Black Sabbath,General
Beaufort - the wind scale man - had what job,Sailor (Admiral),General
What are the ridges on corduroy called,Wales,General
Last Words I am Dying with the help of too many Physicians,Alexander the Great,General
Oklahoma statehood in 1907 became a sure thing. in part due to the discovery of what ,Oil ,General
Who Invented The Gramophone ,Thomas Edison ,General
Which famous person invented the cat flap,Isaac Newton,General
"The last line of which document is 'working men of all countries, unite'",Communist manifesto,General
"Hurricane, typhoon and tornado are all types of what",Fighter aircraft,General
What did alexander graham bell invent,Telephone,General
"Who Recorded The Classic 1987 Song ""If I Was Your Girlfriend""",Prince,General
In what does a rhinologist specialise,Human nose,General
Columbus is the capital of ______,Ohio,General
What nation has had a monarchy the longest,Japan,General
Who played the lead role in the first Tarzan movie,Elmo lincoln,General
First public supply in Britain from river Wey in 1881 what,Electricity,General
What Colour Are The Berries Of The Mistletoe Plant ,White ,General
Shepherd's pie is meat hash covered with a layer of this (2 wds),Mashed potatoes,General
In which city were the 1928 Summer Olympic Games held,Amsterdam,General
Which Bewer Produces Owd Roger ,Marstons ,General
"Who was the first cricketer to score 10,000 Test match runs",Sunil gavaskar,General
What country boasts the Chrysanthemum Dynasty,Japan,General
A doromaniac had a compulsion to do what,Give gifts,General
How many feet high is a basketball net?,Ten,General
What's the longest river in the americas ,The amazon ,General
______________ has a sand desert with dunes over 100 feet high. It is located along the flatland of the Kobuk River in the northwestern part of the state.,Alaska,General
Put the worlds most common forename and surname together,Mohammed Chen,General
Who Had A Hit With “Run To The Hills” And “The Evil Men Do”?,Iron Maiden,General
In Regard To Food What Do The Initials 'GM'' Actually Stand For ,Genetically Modified ,General
The fear of halloween is known by which other name (Fourteen letters) ,Samhainophobia ,General
In which John le Carre novel does George Smiley first appear,Call for the dead,General
How many days were the american hostages held in iran,444,General
What kind of peach has a smooth skin,Nectarine,General
Which novelist created pathologist Kay Scarpetta,Patricia cornwell,General
"What's the international radio code word for the letter ""J""",Juliet,General
"The three_toed __________ of tropical America can swim easily, but it can only drag itself across bare ground.",Sloth,General
Who Was The Mother Of James 1st Of England? ,Mary Queen Of Scots ,General
Whose record did Brian Lara beat when he scored 400 not out in a test match in April 2004? ,Matthew Hayden's ,General
"In Greek mythology, which goddess was Apollo's sister",Arte'mis,General
What was Napoleons mothers name,Laticia,General
Who ruled rome when Christ was born?,Augustus Caesar,General
In Braille which letter uses the least number of raised dots,S,General
Who was the egyptian god of the dead,Anubis,General
What is the unit of currency in Bulgaria?,Lev,General
The average human has seven what each day,Sex Fantasies,General
What physical disability is also known as nanism,The condition of being a dwarf,General
Who was albert einstein's father,Hermann einstein,General
In 982 eric the red discovered _____,Greenland,General
What is the closest relative of the manatee,Elephant,General
"He wrote ""Sexual Behaviour in the Human Male"" in 1948.",Kinsey,General
Dik Browne is the author of which cartoon strip,Hagar the Horrible,General
"In what field of study would you find ""flying buttresses""?",Architecture,General
In English superstition what bird should you wish good day,Magpie else bad luck,General
What is a group of hippopotamuses,Bloat,General
"In music, what does the term legato mean",One note leading smoothly to the next,General
"What is the common term for a ""somnambulist""?",Sleepwalker,General
Which sweets were reintroduced to Britain in1994 after a 10-year gap? ,Spangles ,General
"Which jazz cornettist composed and recorded ""Davenport Blues"" in 1925",B1x beiderbecke,General
The Moluccas are better known as where,Spice Islands,General
In New Jersey it is illegal to frown at who,Police Officers,General
What Were The Four Elements Proposed By The Ancient Greeks ,"Earth, Water, Fire & Air ",General
Personal merry_go_round guaranteed to make you dizzy.,Sit n spin,General
Zen is the form of Buddhism in which country,Japan,General
What character in the Jungle Books name means frog,Mougli,General
"Who was the inventor of the ""stop sign""",William phelps eno,General
Pope John Paul II played for the Polish national team what sport,Rugby,General
What American state is 'The Golden State'?,California,General
Capability Brown was a famous Landscape Gardener 1st name,Lancelot,General
What was the name of George of the Jungle's pet elephant?,Shep,General
The George Cross was awarded to the entire population of which island,Malta,General
What is the name of the source of the Nile,Ripon falls,General
Which city was the first with one million inhabitants,London,General
What company used to be called The Haloid Company,Xerox,General
What did plato found in 387 bc,The academy,General
What are dense seawater swamps along coasts of hot countries,Mangroves,General
What kind of dog is Scooby Doo,Great dane,General
3 Singers Have Sung The Opening Line The Christmas Favourite Do They Know Its Christmas (PFE),Paul Young,General
"Who wrote the novel ""The Strange Case of Dr. Jekyll and Mr Hyde"" ?",Stevenson,General
David Stirling was the founder of which organisation,S a s,General
San jose is the capital of ______,Costa rica,General
"Name the band - songs include ""Baby I Don't Care, I Want Your Love""?",Transvision Vamp,General
Six verified copies of his signature survive - who is he,William Shakespeare,General
Name the capital of Italy.,Rome,General
Corduroy literally translated means what,Cloth of the King,General
Of what metal are meteorites composed,Iron,General
With which sport is Jack Nicklaus associated ?,Golf,General
"Who used the statement: ""my fellow americans""",Lyndon johnson,General
How many teaspoons in a tablespoon (UK) ? ,3 ,General
Gordon Matthew Sumner Is The Real first Name Of Which Singer,Sting,General
Gus Grissom Was The First Man In History To Do What Twice,Go Into Space,General
What game might you use a (Flick Serve)? ,Badminton ,General
Which of the twelve largest islands in the World lies directly between Borneo and New Guinea,Celebes,General
If you had distrix what condition would you have,Hair - split ends,General
What was the first James Bond book,Casino Royal,General
"In the film 'dragonheart', who did the voice of the dragon",Sean connery,General
In 19th century Florence it was illegal for women to wear what,Buttons,General
Joseph Levitch became famous as who,Jerry Lewis,General
Who was Prime Minister at the start of World War One,Asquith,General
In which literary work does Mrs Do-As-You-Would-Be-Done-By appear,Water babies,General
"The word 'boondocks' comes from the tagalog (filipino) word 'bundok,' which means",Mountain,General
What is the basic unit of currency for Vanuatu ?,Vatu,General
Which best-selling author writes novels featuring the pathologist Dr. Kay Scarpetta,Patricia cornwell,General
In The Beatles Song “ Ob Lah Di Ob Lah Dah “What Did Desmond Say To Molly,Girl I Like Your Face,General
Circuits can be wired in parallel or ______?,Series,General
What do butchers call the edible internal part of an animal,Offal,General
A Hop Low is the world smallest - what,Mushroom,General
Who Moved Into His Factory On New Yorks East 47th Street In 1963 ,Andy Warhol ,General
On what river is the capital city of Canada?,Ottawa,General
What was Martin Frobisher looking for,North west passage,General
What happens if you get pepper in your proboscis,YoU.S.neeze sneeze,General
What kind of person would have had a twat on,A Nun part of habit,General
What is the correct name for the Union Jack Flag?,The Union Flag,General
What was the first Olympic sport to include women,Tennis - Paris 1900,General
Which Beatles song is associated with the Manson family,Helter Skelter,General
What do dieters say is the most difficult food to give up,Cheese,General
Which actor played the role of Chewbacca in the Star Wars trilogy?,Peter Mayhew,General
What are knackers to a Norwegian,Crisp bread,General
What in Dickensian London was the Marshalsea,Debtors prison,General
"Which group sang the song ""Unforgiven""?",Metallica,General
Who wrote 'The Canterbury Tales'?,Geoffrey Chaucer,General
What Is The Most Wideley Eaten Fruit In The World,A Banana,General
What Was The First Bond Movie NOT To Star Sean Connery In The Leading Role,On Her Majestys Secret Service,General
"What river is called ""Old Man River""",Mississippi,General
In song who is the man who made Eastwood such a star,The fall guy – unknown stuntman,General
An 18th century elegant style of furniture,Chippendale,General
What Does The BCG Vaccine Immunise Against ,Tuberculosis ,General
What is the basic unit of currency for Monaco ?,Franc,General
Who Was The Last King To Sit On The English Throne ,George VI ,General
What element is represented by the symbol W?,Tungsten,General
"What age of exploration began october 4, 1957",Space age,General
Which Metal Expands The Most When Heated ,Caesium ,General
Zelda Sayre was the wife of which U.S. novelist,F scott fitzgerald,General
What animal is thought to have inspired the myth of the unicorn,Rhinocerous,General
"Dorethy Parker said ""Scratch an actor and you will find"" what",An Actress,General
"Epic, ""From Out Of Nowhere"" And ""Falling To Pieces"" Were Early 90's Tracks From Which US Band",Faith No More,General
What Were Dachsunds Originally Bred To Hunt? ,Badgers ,General
"In the 1983 Wimbledon men's final who did John McEnroe beat 6-2,6-2,6-2? ",Chris Lewis ,General
"When England Won The Five Nations Grand Slam In 1980, Who Was The Captain? ",Bill Beaumont ,General
Which word literally meaning sweet paste is a breakfast item,Marmalade,General
"Booze Name: A manhattan, but with scotch whiskey.",Rob roy,General
What Record Does The 2nd Lake Pontchartrain Causeway Hold ,It Is The Longest Bridge In The World 23.9 M / 38.4 KM ,General
Which North Yorkshire village is famous for both its Racecourse and its Barracks ,Catterick ,General
What is the only place on earth that does not have a time zone?,Antarctica,General
What country invented Phonecards,Italy,General
The first official baseball hat was made of what,Straw,General
Who is the Patron Saint of Young Virgins,St Agnes,General
Thief what hospital established the first us school of nursing,Bellevue,General
"Who recorded ""yakkety yak"" in 1958",Coasters,General
What is the capital of Ukraine,Kiev,General
A persuasive or flattering person is said to have the gift of what,The gab,General
What would a rhinotillexomaniac be doing,Picking their nose,General
Silver hallmarks - what object is stamped on Birmingham items,Anchor,General
In 1904 Danish Biologist Johannes Schmidt Discovered The Sargasso Sea In The North Atlantic To Be The Breeding Ground Of Which Fish ,European Eel ,General
"Which country had the hottest temparture ever recorded in Sept. 13, 1922, at 136 F / 58 C",Libya (El Azizia),General
U.S. Captials - New Jersey,Trenton,General
Depeche Mode the 80s groups name translates as what,Fast Fashion,General
The study of word origins is called what,Etymology,General
What was voted the best monopoly piece in 1998,The Car,General
What game tiles were first made with a pocket knife,Scrabble,General
The asteroidea are which order of creatures,Starfish,General
University Western Australia developed a robot to do what,Shear Sheep,General
"Which drink, invented in 1886, was first marketed as the 'Esteemed Brain Tonic and Intellectual Beverage'? ",Coca Cola ,General
A stone slab at the top of a classical column aiding the support of the architecture.,Abacus,General
Who is the Norse god of the sky and thunder,Thor,General
Film - who played sue snell in carrie,Amy irving,General
What name is given to the aniseed flavoured spirit drunk in Turkey? ,Raki ,General
What country consumes the most tea per capita,Ireland,General
How many bottles of Champagne are there in a Magnum? ,Two Bottles ,General
"In one of donald horne's novels, as what was australia dubbed",Lucky country,General
In the Balanta tribe women stayed married until what happened,Wedding dress wore out,General
What is the largest of the countries in Central America?,Nicaragua,General
Who Did Andre Agassi Defeat When He Won His First Ever Wimbledon Singles Title,Goran Ivanisevic,General
Who Was Tommy Steele's Original Backing Group,The Steelmen,General
"In the Christmas song 'Rudolph the Red Nosed Reindeer' how is his nose described? ""You would even say it ___""  ",Glows ,General
The word 'bandit' comes from which language,Italian,General
"Even though it tastes nothing like grapes, a __________ is often eaten for breakfast.",Grapefruit,General
What is the basic unit of currency for Iceland ?,Krona,General
Stephanie Powers was Girl from UNCLE characters name,April Dancer,General
In what language is the Magna Carta written,Latin,General
What is a group of this animal called: Swan,Bevy herd lamentation wedge,General
Who wrote the book Billy Budd also Moby Dick,Herman Melville,General
"Which disease is also known as ""Hansen's Disease""",Leprosy,General
He gave us malted milk,William horlick,General
What Colour Are A Puffin's Feet In Summer? ,Red ,General
Who succeeded Pompidou as French president,Valery giscard d'estaing,General
Dolores Ibarruri was better known under what name during the Spanish Civil War,La passionaria,General
In what country was John McEnroe born,Germany,General
What is the currency of Guatemala?,Quetzal,General
What is the botanical name of the flower known as 'Autumn Crocus',Colchicum,General
In which constellation is the star cluster Pleiades,Taurus,General
"With age, what organ shrinks faster in males than in females",Brain,General
"Who recorded ""why"" in 1960",Frankie avalon,General
What Was The Name Given To Those Who Campaigned For Social Reform In England Between 1836 & 1858? ,The Chartists ,General
In which 1944 film were Trick and Treat children to be seen ,Meet me in St. Louis. ,General
Where did bagpipes originate,Middle east,General
Which country has the most southerly city,Chile,General
Approximately how many children did pharaoh Ramses II father?,160,General
In Which Classic 80's Tv Show Would You Find A Sheppard and His Lost Sheep?,The Dukes Of Hazzard,General
"A row of columns, usually equidistant, supporting a beam or entablature.",Colonnade,General
In Life of Brian what name does Stan want to be known as now,Loretta,General
Which spirit is added to sugar and egg yolks to make Advocaat,Brandy,General
What gets nine inches longer when its up,Concord – heat expansion,General
Who Was The First Roman Emperor ,Augustus (Gaius Julius Octavianus) ,General
Where could you spend a Lempira,Honduras,General
What is the state tree of Idaho,White Pine,General
If food has been 'devilled' how would you expect it to taste,Hot,General
What island group is off the east coast of southern South America,Falkland islands,General
Which country was split into two zones by the Yalta agreement,Germany,General
"According to the Bible, who were the brothers of Jesus?",James and John,General
There are how many miles of nerves in the skin of a human being,45,General
What did the 1980 U.S. naval academy class have for the first time in history,Women graduates,General
Who is McDonald's mascot(full name),Ronald mcdonald,General
Who was the director of 'terminator and titanic',James cameron,General
What material was invented by Belgian-born US chemist Leo Baekeland in 1905? ,Bakelite ,General
In what Australian state would you find Hobart,Tasmania,General
How many legs does a spider have,Eight,General
Who helps Santa make toys? ,Elves ,General
Picasso was almost left for dead when he was born. who saved his life,An,General
Who created the muppets,Jim henson,General
"A group of English painters formed in 1848. These artists attempted to recapture the style of painting preceding Raphael. They rejected industrialized England and focused on painting from nature, producing detailed, colorful works.",Pre-Raphaelite Brotherhood,General
Who wrote the novel The Betsy,Harold Robbins,General
What Is A Bouquet Garni ,Mixed Herbs In A Perforated Sac ,General
Star wars: what was the name of the planet destroyed by the death star,Alderaan,General
Where did guinevere retire to die,Amesbury,General
"Bats are the only mammals that are able to fly. The ""flying squirrel"" can only do what the gliding opposum does _ glide for short __________",Distances,General
"When visiting Finland, Santa leaves his sleigh behind and rides on a: ""BroomStick, Rudolph, A Goat Named Ukko, A White Goose""  ",A Goat Named Ukko ,General
"This animal is normally measured in ""hands"".",Horse,General
Which Song That Has A Drink Mentioned In The Title Was A Xmas No.1 Way Back In 1988,Missletoe & Wine,General
"What Is Common To The Republic Of Ireland, Northern Ireland, Scotland, Wales, Monaco, Denmark & Portugal ",They All Have A Coastline And A Land Border With Only 1 Other Country ,General
The poison_arrow frog has enough poison to kill about __________,"2,200 people",General
The Mercedes Benz car company is based in which German city,Stuttgart,General
What Olympic event was dropped in 1920,Tug of War -1900 to 1920,General
Who composed the Christmas Oratorio,J S Bach,General
Which Rock Star Took His Stage Name From An Anagram of Oral Sex?,Axl Rose,General
Which Former Radio Luxembourg DJ Found Lasting TV Fame In 1966 In The Person Of A Memorable Comic Creation,Warren Mitchell As Alf Garnett,General
What is the basic unit of currency for Belize ?,Dollar,General
What is an angle greater than 90 degrees,Obtuse,General
Roland Gift Was The Lead Singer Of Which British Group,Fine Young Cannibals,General
Which creature has a carapace and a plastron,Turtles shell up low,General
"Which Greek did Cicero call ""The Father of History""",Herodotus,General
"Who Had A Hit With ""(Ive Had) The Time Of My Life""",Bill Medley & Jennifer Warnes,General
Sofia is the capital of ______,Bulgaria,General
What was the name of the first space shuttle ever built,Enterprise,General
3 chemical elements most % human body O 65% C 18% and ?,Hydrogen 10%,General
In The 19th Century Who Was The Railway King ,The Financier George Hudson ,General
"Which comedian's catch phrase was I won't take my coat oft, I'm not stopping",Ken platt,General
Which two words are inscribed on a Victoria Cross? ,For Valour ,General
With what sport is jack nicklaus associated,Golf,General
What name is given to the volcano that broods over Catania,Mount etna,General
The study of religion is _________.,Theology,General
The study of the composition of substances & the changes that they undergo is __________,Chemistry,General
What do the cheeses Gruyere and Emmenthal have in common,Holes,General
Which Danish philosopher's name translates as 'churchyard',Kierkegaard,General
"If you ordered Cherries Jubilee, how would you expect them to be cooked? ",Flambeed (in kirsch) ,General
Who Wrote The Tin Tin Stories ,(Georges Remi ) Herge ,General
39% of women admit doing this to their boyfriend,Throwing a shoe at him,General
Who invented the chair,Egyptians,General
The main circle and trilithons at Stonehenge are built of which rock,Sandstone,General
Who sang the song 'Ironic'?,Alanis Morisette,General
__________ chinchillas were brought from the Andes Mountains in South America in the 1930's. All chinchillas presently in North America are descended from these __________ chinchillas.,11,General
Who was nicknamed The First Lady of Song,Ella Fitzgerald,General
Which English actress was most famous for her role in Wilde's The Importance of Being Earnest,Dame edith evans,General
"Who Did Paul McCartney write the song ""Hey Jude"" For",Julian Lennon,General
"A rodent's teeth never stop growing. They are worn down by the animal's constant gnawing on bark, leaves, and other __________",Vegetable matter,General
What are the three main types of Greek columns,"Doric, ionic & corinthian",General
What Did The Inter Cities Fairs Cup Change It's Name To ,UEFA Cup ,General
How much water would a human drink in a lifetime,500 million litres,General
Rene Lalique - Art Nouveau designer worked what material,Glass,General
The famous last words: 'go away___ I'm alright' were uttered by whom,H.g. wells wells,General
"Which single didn't get banned by the BBC despite the line, ""Candy never lost her head even when she was giving head""",Walk on the wild side,General
Who was the first trapeze artist to perform without a net,Jules Leotard,General
What is the capital of Nepal ?,Kathmandu,General
Which Norse god had the Valkyries as handmaidens?,Odin,General
What's the average number of murders a child has seen on tv by the age 16,"18,000",General
Who would use a barny to reduce noise,Film Cameraman cosy over cam,General
On Monday Morning July 16th 1945 The World Was Changed Forever When The Worlds First Atomic Bomb Was Tested In An Isolated Area Of Where,New Mexico,General
What is the medical term for 'loss of memory',Amnesia,General
Who won an Oscar posthumously,Peter Finch – for Network,General
What was the name of richard dawson's character on 'hogan's heroes',Peter,General
Who wrote the novel 'Little Women',Louisa may alcott,General
What Was The Beatles Best Selling Single In Britain,She Loves You,General
In astrology what was the age before Aquarius,Age of Pisces,General
What country must import river sand from Scotland for construction & camels from North Africa,Saudi arabia,General
A study of physics and chemistry of celestial bodies,Astrophysics,General
What year was Archduke Ferdinand assassinated,1914,General
Who Wrote The Gulag Archipelago ,Alexander Solzhenitsyn ,General
In what city was the worlds first blood bank opened 1940,New York – Richard Charles Drew,General
What Vitamin is Thiamine?,Vitamin B1,General
What Beatle is left handed,Paul mccartney,General
"A flattened, shallow column or pier projecting from a wall. It usually has a base, shaft, and capital but is decorative rather than structural.",Pilaster,General
Wadi al Muli is better known as where,Valley of the Kings,General
International Phonetice Alphabet: F,Foxtrot,General
What was the name of King Arthur's sword,Excalibur,General
"Now Immensely Famous ""She's A Superstar"" Was The First Chart Entry For Who In 1992",The Verve,General
Ichthyology is a study of ______,Fish,General
Robert Brown M Caroline Bliss Moneypenny who was Bond,Timothy Dalton,General
What is the capital of Switzerland,Bern,General
Maoni Vi of Capetown has the world longest what at 28 inches,Pubic Hair,General
Which Comedien started Writing For Private Eye Magazine Ensuring Its Success ,Peter Cook ,General
What does 'i.o.u' mean,I owe unto,General
What is a group of this animal called: Crocodile,Float,General
"What 1945 film won best picture, actor, director Oscars",The Lost Weekend,General
"Which word is used to mean, malicious enjoyment at the misfortunes of others ?",Schadenfreude,General
What Part Of The Body Is The Axilla ,The Armpit ,General
Who sells turbo c++,Borland,General
67% of dog owners do what at holiday time,Buy a present for  dog,General
What is the most common atom,Hydrogen,General
What city was named for it's mining and trading of salt,Salzburg,General
What sea creature uses its chest as a table while floating on its back,Sea,General
Who was the last Roman Catholic monarch of England,James the second,General
"With two words, complete this BBC radio signal to the French Resistance in the film The Longest Day. The long sobs of autumns violins wound my heart with _____ ",Monotonous langour ,General
"Ares, Thor and Mars are all what",Gods of war,General
American indians used beads as currency. What was it called,Wampum,General
Live Aid was to benefit which starving country?,Ethopia,General
What do you call the Irish dish of Mashed Potato's with chopped Spring Onions ,Champ ,General
"Since 1923, the National Christmas Tree on the White House lawn has been lit every year _except _ one. What year was that, and why wasn't it lit? ",John F Kennedy ,General
"What German siren sang ""99 Luftballons"" (known in the U.S. as ""99 Red Balloons"")?",Nena,General
What is the horn of a rhinoceros made of?,Hair,General
How did the bum convince the family dog to start eating again in Down and Out in Beverly Hills? ,He ate the dog's food ,General
Of what were 500 million printed with elvis presley on the face,Stamps,General
"Which Singer Had A Worldwide Hit In 1991 With His Solo Debut ""Crazy""",Seal,General
In the Bible who did God appear to on Mount Horab,Moses,General
Process of printing developed in 1798 by the german map inspector aloys senefelder,Lithography,General
"What's the name of the cat in the ""Nine Lives"" TV commercials",Morris,General
"Which German film director made the film M, in 1951",Fritz lang,General
A Klazomaniac cant stop doing what,Shouting,General
What do chickens do during a total solar eclipse,Sleep,General
What now famous painter was once so impoverished that he kept warm by burning his own paintings?,Pablo Picasso,General
Which Yorkshire football team plays at home at oakwell ,Barnsley ,General
"Cats, not dogs, are now the most common pets in America. Approximately 66 million cats to 58 million dogs are family pets, with parakeets ""flying"" a distant third at __________","14,000,000",General
Tosca is the heroine of the opera but what is her first name,Floria,General
Which gas is the most abundant in the atmosphere,Nitrogen,General
To who did father damien minister from 1873 to his death,Molokai lepers,General
Which drink was designed as a malaria cure,Benedictine,General
Triskadeccaphobia is the fear of what,Number 13,General
What part of the body is affected by conjunctivitis,The eye,General
"Cheryl, Mike, Bobby & Jay Are Collectively Known As Which Successful 80's Band?",Bucks Fizz,General
"In alphabet radio code, what word is used for 'h'",Hotel,General
"Who Had A Hit In 1988 With ""I Saw Him Standing There""",Tiffany,General
Steps performed on the floor. It is the opposite of en l'air.,Par terre,General
Where were Belgian waffles invented,Luxembourg,General
What word means to go to a party uninvited,Gatecrash,General
"On ""Out of This World"" what planet was Troy from?",Anterrius,General
What key is music written in if it has five flats,D flat,General
What famously happened on 7th December 1941,Japanese attack on pearl harbour,General
What do four quadrant make,A circle,General
The cast iron plant is another name for which pot plant,Aspidistra,General
"These fighters always began a bout by saying, ""Hail Emperor, those about to die salute you!""?",Gladiators,General
Absolute zero (zero degrees kelvin) is only theoretical. The lowest laboratory temperature achieved is 280 picoKelvin. In which Scandinavian country was this produced?,Finland,General
"The Oregon Trail (1840_1860), the route used during the westward migrations of the United States, started in _____________ and ended in Oregon and was about 2,000 miles long.",Missouri,General
"If you attended a Swedish Christmas Party and were given 'Glogg'' what would you do with it, eat it, drink it or put it on your head ","Drink it, it's a hot spiced drink made from wine or spirit ",General
"Who Sang The James Bond Theme ""For Your Eyes Only""",Sheena Easton,General
The Stomach Of A Cow Or Sheep Is Known As What ,Tripe ,General
In Computing Especially Concering The Internet What Does The Acronym 'BLOG'' Actually Stand For ,Weblog ,General
What literary prize ( worth £30000 ) is for women authors only,Orange Award,General
"Helsinki 52, Melbourne 56 , Rome 60 what comes next",Tokyo 64 - venues Olympics,General
How was the mausoleum at Halicarnassus destroyed,Earthquake,General
In Hindu mythology Meru is equal to what Greek site,Olympus,General
In 1988 there was a shortage of what exotic food fish,Swordfish,General
Which Label Is Associated With A Palm Tree Logo,Island,General
What Texan slammed back more bourbon and branch water than any character in TV history,J. r. ewing,General
In to what substance is barley converted before it can be made into beer,Malt,General
In 1839 what innovation was added to bicycles,Pedals,General
What is a group of bears,Sleuth,General
Which Reclusive Glaswegian Band Were Unexpectedly Voted Best Newcomers At The 1999 Brit Awards,Belle & Sebastian,General
Who was the shortest ever mature human,Gul Mohammed,General
Who captained the English soccer team during the 1966 World Cup,Bobby moore,General
Testophobia is a fear of ______,Tests,General
Nassau is the capital of which country,Bahamas,General
The Alley Cats was the working title of which TV show,Charlie's Angels,General
"Who was the only president born in Illinois, the land of lincoln",Ronald reagan,General
Who was the first south african golfer to win the british open,Bobby locke,General
On TV who worked at Otto's Auto Orphanage,The Fonz,General
The flying __________ of Java and Malaysia is able to flatten itself out like a ribbon and sail like a glider from tree to tree.,Snake,General
What fictional doctor employed a butler named Poole,Dr Jekyll,General
Collective Nouns - a Cast of what,Falcons,General
47 people worked on a committee to produce what work,Authorised version of Bible,General
"In what field of study would you find ""flying buttresses""",Architecture,General
What Nationality Was Jospeh Conrad ,Polish ,General
Who Wrote The Play (The Mousetrap) ,Agatha Christie ,General
Which chess piece is usually valued as 5 points,Rook,General
What describes one complete turn of a rotating object,Revolution,General
Spanish restaurant if you ask for La Quenta what do you get,The Bill,General
Who composed Boris Godunov,Mussorgsky,General
Who started the Dragonlance series,Margaret weiss & tracy hickman,General
Who invented the telephone,Alexander graham bell,General
What is Lolita's surname in Vladimere Nabokovs novel,Haze,General
Hypnophobia is a fear of ______,Sleep,General
In which film did Robert Shaw play Captain Quint,Jaws,General
Who wrote the novel The French Lieutenants Woman,John Fowles,General
Which Country Hosted The 1994 World Cup? ,USA ,General
Walt Disney had an obsessive compulsion with what,Cleanliness - washed hands every 5 min,General
What is the scapula,Breastbone,General
"What can be rigid, semi-rigid, or non-rigid",Airships,General
What grape variety is used to make champagne,Chardonnay,General
"The dessert Pavlova is made from fresh fruit, cream and which other ingredient? ",Meringue ,General
Whose Son Flew Too Close To The Sun On Waxen Wings ,Daedalus's ,General
In the acronym LASER what does the 'E' represent,Emission,General
What was the board game introduced in the eighties which featured six categories of questions and little pie shaped pieces you had to collect?,Trivia Pursuit,General
Who Released The 70's Album Entitled Grievous Angel ,Gram Parsons ,General
Which Is Europe's Largest Country After Russia? ,Ukraine ,General
Who lives at the Neverland Valley ranch,Michael jackson,General
Which British city was named Deva by the Romans? ,Chester ,General
In what city was the first playboy club opened in 1960,Chicago,General
What is the maximum number of clubs a golfer may use in a round?,Fourteen,General
"What Group Consisted Of Edele Lynch, Keavy Lynch, Sinead O Carroll, Lindsay Armaou",Bewitched,General
"Whose hit ""We Are Family"" became an anthem for gay rights",Sister sledge,General
What's the largest meseum in the world,Louvre,General
What is the capital of Somalia,Mogadishu,General
What animal lives in a drey,Squirrel,General
